chr	block	start	end	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr11	chr11_130116672-130162822	130116672	130162822	46150	5096	265	3255	166	0.638736	2.90641
chr11	chr11_130162822-130191460	130162822	130191460	28638	5096	58	3359	37	0.659144	1.86356
chr11	chr11_130191460-130218099	130191460	130218099	26639	5096	234	3785	158	0.742739	2.1245
chr11	chr11_130218099-130319058	130218099	130319058	100959	5096	30	4384	13	0.860283	0.915016
chr11	chr11_130319058-130387263	130319058	130387263	68205	5096	19	2731	9	0.535911	1.73777
chr11	chr11_13032425-13065813	13032425	13065813	33388	5096	64	2247	43	0.440934	2.30607
chr11	chr11_130387263-130415598	130387263	130415598	28335	5096	8	3701	5	0.726256	1.12729
chr11	chr11_130415598-130437545	130415598	130437545	21947	5096	238	2412	122	0.473312	3.669
chr11	chr11_130437545-130460623	130437545	130460623	23078	5096	24	2212	9	0.434066	1.72438
chr11	chr11_130460623-130482397	130460623	130482397	21774	5096	616	2437	400	0.478218	4.34168
chr11	chr11_130482397-130517483	130482397	130517483	35086	5096	213	2165	136	0.424843	2.87815
chr11	chr11_130517483-130534898	130517483	130534898	17415	5096	6	3349	0	0.657182	1.0024
chr11	chr11_130534898-130557405	130534898	130557405	22507	5096	24	4275	13	0.838893	0.852856
chr11	chr11_130557405-130632301	130557405	130632301	74896	5096	1038	1400	846	0.274725	4.86857
chr11	chr11_130632301-130652135	130632301	130652135	19834	5096	47	2668	29	0.523548	2.05076
chr11	chr11_130652135-130706124	130652135	130706124	53989	5096	629	726	365	0.142465	6.39703
chr11	chr11_13065813-13114971	13065813	13114971	49158	5096	2	2722	0	0.534144	0.996633
chr11	chr11_130706124-130782909	130706124	130782909	76785	5096	493	2865	378	0.562206	3.38584
chr11	chr11_130782909-130809722	130782909	130809722	26813	5096	115	1764	65	0.346154	3.18265
chr11	chr11_130809722-130826708	130809722	130826708	16986	5096	194	1493	124	0.292975	3.35448
chr11	chr11_130826708-130921505	130826708	130921505	94797	5096	164	2349	136	0.46095	2.07086
chr11	chr11_130921505-131025830	130921505	131025830	104325	5096	562	2803	356	0.550039	4.05107
chr11	chr11_131025830-131051793	131025830	131051793	25963	5096	190	2627	120	0.515502	2.71921
chr11	chr11_131051793-131141712	131051793	131141712	89919	5096	244	2326	189	0.456436	2.27168
chr11	chr11_131141712-131154874	131141712	131154874	13162	5096	5	3681	1	0.722331	0.90925
chr11	chr11_13114971-13152480	13114971	13152480	37509	5096	73	2579	40	0.506083	1.61612
chr11	chr11_131154874-131204695	131154874	131204695	49821	5096	1301	1369	994	0.268642	6.04876
chr11	chr11_131204695-131240301	131204695	131240301	35606	5096	1015	2349	761	0.46095	5.06121
chr11	chr11_131240301-131298371	131240301	131298371	58070	5096	158	4439	108	0.871075	1.15203
chr11	chr11_131298371-131352038	131298371	131352038	53667	5096	33	2615	21	0.513148	1.86615
chr11	chr11_131352038-131406855	131352038	131406855	54817	5096	168	3707	119	0.727433	1.67373
chr11	chr11_131406855-131442952	131406855	131442952	36097	5096	268	2916	175	0.572214	2.82543
chr11	chr11_131442952-131455973	131442952	131455973	13021	5096	3	3423	0	0.671703	1.0871
chr11	chr11_131455973-131486373	131455973	131486373	30400	5096	269	2186	167	0.428964	2.99582
chr11	chr11_131486373-131497820	131486373	131497820	11447	5096	7	1926	1	0.377943	1.88231
chr11	chr11_131497820-131560137	131497820	131560137	62317	5096	368	2928	279	0.574568	2.97293
chr11	chr11_13152480-13185118	13152480	13185118	32638	5096	5	3947	0	0.774529	0.821178
chr11	chr11_131560137-131615131	131560137	131615131	54994	5096	734	1569	515	0.307889	4.72875
chr11	chr11_131615131-131636521	131615131	131636521	21390	5096	78	4677	50	0.917779	0.788676
chr11	chr11_131636521-131677803	131636521	131677803	41282	5096	3	4255	0	0.834969	0.695088
chr11	chr11_131677803-131756871	131677803	131756871	79068	5096	671	3085	487	0.605377	3.75039
chr11	chr11_131756871-131788905	131756871	131788905	32034	5096	282	1788	188	0.350863	3.30906
chr11	chr11_131788905-131821853	131788905	131821853	32948	5096	4	3799	0	0.745487	0.849435
chr11	chr11_131821853-131861532	131821853	131861532	39679	5096	4	2855	0	0.560243	1.36317
chr11	chr11_13185118-13207189	13185118	13207189	22071	5096	7	2991	0	0.586931	1.54429
chr11	chr11_131861532-131885779	131861532	131885779	24247	5096	77	2418	42	0.47449	2.02609
chr11	chr11_131885779-131915626	131885779	131915626	29847	5096	323	2635	192	0.517072	3.60423
chr11	chr11_131915626-131951085	131915626	131951085	35459	5096	363	2313	217	0.453885	3.61553
chr11	chr11_131951085-131972849	131951085	131972849	21764	5096	14	4363	8	0.856162	0.671174
chr11	chr11_131972849-132003074	131972849	132003074	30225	5096	441	1148	267	0.225275	4.96062
chr11	chr11_132003074-132048248	132003074	132048248	45174	5096	833	1805	596	0.354199	4.62049
chr11	chr11_132048248-132090934	132048248	132090934	42686	5096	255	2142	158	0.42033	2.98745
chr11	chr11_13207189-13246007	13207189	13246007	38818	5096	123	4643	81	0.911107	0.884855
chr11	chr11_132090934-132129335	132090934	132129335	38401	5096	22	1507	7	0.295722	2.38238
chr11	chr11_132129335-132166819	132129335	132166819	37484	5096	324	964	190	0.189168	4.44587
chr11	chr11_132166819-132237582	132166819	132237582	70763	5096	324	1554	193	0.304945	3.82982
chr11	chr11_132237582-132309434	132237582	132309434	71852	5096	299	2609	186	0.51197	3.21188
chr11	chr11_132309434-132353791	132309434	132353791	44357	5096	400	2123	245	0.416601	4.18681
chr11	chr11_132353791-132404106	132353791	132404106	50315	5096	11	3284	2	0.644427	1.66002
chr11	chr11_132404106-132451610	132404106	132451610	47504	5096	115	2284	62	0.448195	2.81756
chr11	chr11_132451610-132516940	132451610	132516940	65330	5096	805	2283	565	0.447998	5.26972
chr11	chr11_13246007-13309777	13246007	13309777	63770	5096	648	3053	438	0.599097	3.85684
chr11	chr11_132516940-132550889	132516940	132550889	33949	5096	22	1833	7	0.359694	2.39836
chr11	chr11_132550889-132622531	132550889	132622531	71642	5096	118	1924	65	0.377551	2.94712
chr11	chr11_132622531-132633932	132622531	132633932	11401	5096	88	1775	37	0.348312	3.10207
chr11	chr11_132633932-132714553	132633932	132714553	80621	5096	894	2030	631	0.398352	5.39227
chr11	chr11_132714553-132744667	132714553	132744667	30114	5096	879	1481	607	0.29062	5.96148
chr11	chr11_132744667-132812363	132744667	132812363	67696	5096	458	1373	317	0.269427	4.47687
chr11	chr11_132812363-132849801	132812363	132849801	37438	5096	174	3077	127	0.603807	2.16241
chr11	chr11_132849801-132895955	132849801	132895955	46154	5096	942	1326	630	0.260204	6.49272
chr11	chr11_132895955-132932395	132895955	132932395	36440	5096	103	2210	64	0.433673	2.52183
chr11	chr11_132932395-132958389	132932395	132958389	25994	5096	384	2272	230	0.44584	4.20876
chr11	chr11_132958389-132964363	132958389	132964363	5974	5096	73	4189	33	0.822017	1.2869
chr11	chr11_132964363-133041176	132964363	133041176	76813	5096	222	3031	154	0.59478	2.48897
chr11	chr11_133041176-133064829	133041176	133064829	23653	5096	156	2796	79	0.548666	2.67405
chr11	chr11_133064829-133080953	133064829	133080953	16124	5096	130	2409	80	0.472724	2.59594
chr11	chr11_133080953-133113411	133080953	133113411	32458	5096	10	2103	3	0.412677	1.56877
chr11	chr11_13309777-13348988	13309777	13348988	39211	5096	17	4945	8	0.970369	0.266137
chr11	chr11_133113411-133128436	133113411	133128436	15025	5096	63	2207	30	0.433085	2.45202
chr11	chr11_133128436-133152612	133128436	133152612	24176	5096	354	4535	279	0.889914	1.37542
chr11	chr11_133152612-133173833	133152612	133173833	21221	5096	71	2509	44	0.492347	2.12438
chr11	chr11_133173833-133207728	133173833	133207728	33895	5096	869	734	592	0.144035	6.20696
chr11	chr11_133207728-133220796	133207728	133220796	13068	5096	371	1544	228	0.302983	4.45339
chr11	chr11_133220796-133314042	133220796	133314042	93246	5096	1102	1731	795	0.339678	5.60645
chr11	chr11_133314042-133350506	133314042	133350506	36464	5096	145	2870	82	0.563187	2.37365
chr11	chr11_133350506-133404017	133350506	133404017	53511	5096	278	1861	195	0.365188	3.44761
chr11	chr11_133404017-133439512	133404017	133439512	35495	5096	175	2737	93	0.537088	2.97607
chr11	chr11_133439512-133503370	133439512	133503370	63858	5096	945	2651	776	0.520212	4.35138
chr11	chr11_13348988-13369925	13348988	13369925	20937	5096	128	1440	63	0.282575	3.71392
chr11	chr11_133503370-133539469	133503370	133539469	36099	5096	235	2612	159	0.512559	3.20201
chr11	chr11_133539469-133583126	133539469	133583126	43657	5096	400	1899	269	0.372645	4.3768
chr11	chr11_133583126-133614025	133583126	133614025	30899	5096	102	2164	57	0.424647	2.73601
chr11	chr11_133614025-133652615	133614025	133652615	38590	5096	45	1930	26	0.378728	2.30993
chr11	chr11_133652615-133681926	133652615	133681926	29311	5096	97	2005	59	0.393446	2.75766
chr11	chr11_133681926-133712297	133681926	133712297	30371	5096	171	2445	100	0.479788	2.76835
chr11	chr11_13369925-13607471	13369925	13607471	237546	5096	493	2759	404	0.541405	2.99109
chr11	chr11_133712297-133727824	133712297	133727824	15527	5096	52	3251	29	0.637951	1.49673
chr11	chr11_133727824-133787954	133727824	133787954	60130	5096	153	2187	102	0.42916	2.68818
chr11	chr11_133787954-133922848	133787954	133922848	134894	5096	1620	1107	1411	0.217229	6.55917
chr11	chr11_133922848-133952238	133922848	133952238	29390	5096	78	1604	45	0.314757	2.76476
chr11	chr11_133952238-133988998	133952238	133988998	36760	5096	12	3721	6	0.730181	1.24732
chr11	chr11_133988998-134041309	133988998	134041309	52311	5096	1011	1531	701	0.300432	6.07182
chr11	chr11_134041309-134064518	134041309	134064518	23209	5096	285	1260	163	0.247253	4.47372
chr11	chr11_134064518-134252356	134064518	134252356	187838	5096	29	2719	21	0.533556	1.7316
chr11	chr11_134252356-134347559	134252356	134347559	95203	5096	2076	659	1792	0.129317	7.63164
chr11	chr11_134347559-134366817	134347559	134366817	19258	5096	185	2060	92	0.404239	3.73424
chr11	chr11_134366817-134383335	134366817	134383335	16518	5096	253	2681	149	0.526099	3.10092
chr11	chr11_134383335-134426747	134383335	134426747	43412	5096	1021	716	650	0.140502	7.36115
chr11	chr11_134426747-134478240	134426747	134478240	51493	5096	2148	937	1702	0.18387	8.20789
chr11	chr11_134478240-134531011	134478240	134531011	52771	5096	1676	777	1367	0.152473	7.09167
chr11	chr11_134531011-134553358	134531011	134553358	22347	5096	236	1904	146	0.373626	3.46092
chr11	chr11_134553358-134561821	134553358	134561821	8463	5096	187	1772	106	0.347724	3.46259
chr11	chr11_13607471-13735567	13607471	13735567	128096	5096	291	3758	204	0.737441	2.22984
chr11	chr11_13735567-13787955	13735567	13787955	52388	5096	24	4565	15	0.895801	0.640055
chr11	chr11_13787955-13871919	13787955	13871919	83964	5096	6	2622	0	0.514521	1.57723
chr11	chr11_13871919-13975672	13871919	13975672	103753	5096	167	2375	117	0.466052	2.18532
chr11	chr11_1393475-1449924	1393475	1449924	56449	5096	583	1550	428	0.30416	4.50362
chr11	chr11_13975672-14035732	13975672	14035732	60060	5096	42	3600	24	0.706436	1.44608
chr11	chr11_14035732-14108295	14035732	14108295	72563	5096	239	1638	153	0.321429	3.67665
chr11	chr11_14108295-14233497	14108295	14233497	125202	5096	4	2125	0	0.416994	1.49312
chr11	chr11_14233497-14405856	14233497	14405856	172359	5096	778	2058	617	0.403846	3.8093
chr11	chr11_14405856-14543792	14405856	14543792	137936	5096	54	1857	29	0.364403	1.85387
chr11	chr11_14543792-14643611	14543792	14643611	99819	5096	4	1861	0	0.365188	1.8548
chr11	chr11_14643611-14915397	14643611	14915397	271786	5096	368	3088	260	0.605965	3.00631
chr11	chr11_14915397-15106305	14915397	15106305	190908	5096	49	3349	37	0.657182	1.39341
chr11	chr11_15106305-15146532	15106305	15146532	40227	5096	9	4651	4	0.912677	0.494994
chr11	chr11_15146532-15161183	15146532	15161183	14651	5096	64	1669	35	0.327512	2.8089
chr11	chr11_15161183-15207394	15161183	15207394	46211	5096	2	3987	0	0.782378	0.755801
chr11	chr11_15207394-15232850	15207394	15232850	25456	5096	3	4438	0	0.870879	0.617546
chr11	chr11_15232850-15257875	15232850	15257875	25025	5096	23	3897	7	0.764717	1.15165
chr11	chr11_15257875-15301207	15257875	15301207	43332	5096	29	4783	19	0.938579	0.40768
chr11	chr11_15301207-15443907	15301207	15443907	142700	5096	654	2225	486	0.436617	4.09806
chr11	chr11_15443907-15603679	15443907	15603679	159772	5096	162	4150	116	0.814364	1.36482
chr11	chr11_15603679-15709206	15603679	15709206	105527	5096	205	2553	137	0.500981	2.67989
chr11	chr11_15709206-15720735	15709206	15720735	11529	5096	2	2696	0	0.529042	0.997565
chr11	chr11_15720735-15783679	15720735	15783679	62944	5096	106	3879	62	0.761185	1.37445
chr11	chr11_15783679-15826034	15783679	15826034	42355	5096	140	2268	84	0.445055	2.60435
chr11	chr11_15826034-15858217	15826034	15858217	32183	5096	55	2042	29	0.400706	2.32403
chr11	chr11_15858217-15962223	15858217	15962223	104006	5096	775	2085	584	0.409144	4.67519
chr11	chr11_15962223-16208437	15962223	16208437	246214	5096	273	2355	241	0.462127	2.62303
chr11	chr11_16208437-16361884	16208437	16361884	153447	5096	980	1152	660	0.22606	6.49938
chr11	chr11_16361884-16460029	16361884	16460029	98145	5096	52	3018	30	0.592229	1.31432
chr11	chr11_16460029-16769167	16460029	16769167	309138	5096	187	2394	149	0.46978	2.04233
chr11	chr11_16769167-16804896	16769167	16804896	35729	5096	124	3178	64	0.623626	2.3615
chr11	chr11_16804896-16822169	16804896	16822169	17273	5096	15	1854	5	0.363815	2.46016
chr11	chr11_16822169-16979300	16822169	16979300	157131	5096	536	2832	431	0.55573	3.37158
chr11	chr11_1695519-1726342	1695519	1726342	30823	5096	260	2394	152	0.46978	3.49456
chr11	chr11_16979300-17267045	16979300	17267045	287745	5096	65	3827	55	0.750981	1.00064
chr11	chr11_17267045-17345624	17267045	17345624	78579	5096	123	1501	74	0.294545	2.76365
chr11	chr11_17345624-17379503	17345624	17379503	33879	5096	4	1938	0	0.380298	1.91476
chr11	chr11_17379503-17404303	17379503	17404303	24800	5096	34	2636	13	0.517268	1.95894
chr11	chr11_17404303-17431033	17404303	17431033	26730	5096	304	3222	188	0.632261	3.0815
chr11	chr11_17431033-17475915	17431033	17475915	44882	5096	178	2169	103	0.425628	3.29614
chr11	chr11_17475915-17499418	17475915	17499418	23503	5096	139	2876	86	0.564364	2.65962
chr11	chr11_17499418-17520892	17499418	17520892	21474	5096	86	1593	51	0.312598	2.83692
chr11	chr11_17520892-17553694	17520892	17553694	32802	5096	200	1861	126	0.365188	3.27
chr11	chr11_17553694-17576640	17553694	17576640	22946	5096	525	924	331	0.181319	5.66723
chr11	chr11_17576640-17604390	17576640	17604390	27750	5096	100	2884	54	0.565934	2.54944
chr11	chr11_17604390-17643445	17604390	17643445	39055	5096	496	1883	294	0.369505	5.22506
chr11	chr11_17643445-17698211	17643445	17698211	54766	5096	211	2881	143	0.565345	2.63635
chr11	chr11_17698211-17732142	17698211	17732142	33931	5096	3	3738	0	0.733516	0.895141
chr11	chr11_17732142-17779362	17732142	17779362	47220	5096	114	3638	74	0.713893	1.42137
chr11	chr11_17779362-17831714	17779362	17831714	52352	5096	108	2384	69	0.467818	2.04317
chr11	chr11_1780189-1808334	1780189	1808334	28145	5096	160	2974	86	0.583595	2.78447
chr11	chr11_17831714-17877172	17831714	17877172	45458	5096	12	2150	3	0.4219	2.10368
chr11	chr11_17877172-17911554	17877172	17911554	34382	5096	26	1856	7	0.364207	2.33985
chr11	chr11_17911554-18044362	17911554	18044362	132808	5096	333	2276	233	0.446625	3.54184
chr11	chr11_18044362-18143140	18044362	18143140	98778	5096	325	2893	209	0.5677	3.03466
chr11	chr11_18143140-18197220	18143140	18197220	54080	5096	2	3569	0	0.700353	0.880859
chr11	chr11_18197220-18243209	18197220	18243209	45989	5096	82	2207	45	0.433085	2.19885
chr11	chr11_18243209-18253799	18243209	18253799	10590	5096	1019	337	628	0.0661303	7.64615
chr11	chr11_18253799-18372355	18253799	18372355	118556	5096	501	2178	361	0.427394	3.49933
chr11	chr11_18372355-18465878	18372355	18465878	93523	5096	961	2524	724	0.49529	4.7012
chr11	chr11_18465878-18583296	18465878	18583296	117418	5096	180	2640	133	0.518053	2.29344
chr11	chr11_1847322-1884062	1847322	1884062	36740	5096	1002	1323	751	0.259615	5.37071
chr11	chr11_18583296-18645466	18583296	18645466	62170	5096	426	2672	258	0.524333	3.94085
chr11	chr11_18645466-18692364	18645466	18692364	46898	5096	429	1589	278	0.311813	4.40978
chr11	chr11_18692364-18725633	18692364	18725633	33269	5096	507	1218	323	0.239011	5.04255
chr11	chr11_18725633-18763495	18725633	18763495	37862	5096	427	1472	266	0.288854	4.07576
chr11	chr11_18763495-18771189	18763495	18771189	7694	5096	3	3674	0	0.720958	1.1261
chr11	chr11_18771189-18848034	18771189	18848034	76845	5096	56	2736	38	0.536892	1.55521
chr11	chr11_18848034-18945045	18848034	18945045	97011	5096	888	1804	705	0.354003	4.76983
chr11	chr11_18945045-19056871	18945045	19056871	111826	5096	33	2133	12	0.418564	2.24948
chr11	chr11_19056871-19110832	19056871	19110832	53961	5096	27	1951	12	0.382849	2.29579
chr11	chr11_19110832-19184433	19110832	19184433	73601	5096	22	2724	7	0.534537	1.72758
chr11	chr11_19184433-19230560	19184433	19230560	46127	5096	100	2516	58	0.493721	2.38307
chr11	chr11_19230560-19288127	19230560	19288127	57567	5096	552	3783	388	0.742347	2.82334
chr11	chr11_19288127-19330741	19288127	19330741	42614	5096	3	3393	0	0.665816	0.925378
chr11	chr11_19330741-19378370	19330741	19378370	47629	5096	23	4198	10	0.823783	1.02421
chr11	chr11_19378370-19394936	19378370	19394936	16566	5096	27	2562	9	0.502747	1.59135
chr11	chr11_19394936-19408650	19394936	19408650	13714	5096	91	4113	57	0.807104	1.25883
chr11	chr11_1940639-2049340	1940639	2049340	108701	5096	166	1920	78	0.376766	3.44759
chr11	chr11_19408650-19447222	19408650	19447222	38572	5096	3	3491	1	0.685047	0.901181
chr11	chr11_19447222-19467804	19447222	19467804	20582	5096	55	2972	21	0.583203	2.09247
chr11	chr11_19467804-19529327	19467804	19529327	61523	5096	269	2032	176	0.398744	3.01742
chr11	chr11_19529327-19547988	19529327	19547988	18661	5096	146	3246	81	0.63697	2.59381
chr11	chr11_19547988-19658084	19547988	19658084	110096	5096	410	4356	336	0.854788	1.6863
chr11	chr11_19658084-19709387	19658084	19709387	51303	5096	264	2056	157	0.403454	3.09511
chr11	chr11_19709387-19735818	19709387	19735818	26431	5096	22	1998	6	0.392072	2.23342
chr11	chr11_19735818-19759545	19735818	19759545	23727	5096	4	4943	1	0.969976	0.199231
chr11	chr11_19759545-19778897	19759545	19778897	19352	5096	77	3047	35	0.59792	2.18323
chr11	chr11_19778897-19818198	19778897	19818198	39301	5096	145	4461	101	0.875392	1.13357
chr11	chr11_19818198-19829704	19818198	19829704	11506	5096	3	3784	0	0.742543	0.916478
chr11	chr11_19829704-19845268	19829704	19845268	15564	5096	69	2483	31	0.487245	2.59729
chr11	chr11_19845268-19891978	19845268	19891978	46710	5096	6	2402	0	0.47135	1.35682
chr11	chr11_19891978-19914286	19891978	19914286	22308	5096	93	2111	53	0.414246	2.31248
chr11	chr11_19914286-19942096	19914286	19942096	27810	5096	8	3693	4	0.724686	0.945493
chr11	chr11_19942096-19959644	19942096	19959644	17548	5096	2	4627	0	0.907967	0.443219
chr11	chr11_19959644-19998312	19959644	19998312	38668	5096	241	3093	168	0.606947	2.11511
chr11	chr11_19998312-20025302	19998312	20025302	26990	5096	5	4714	2	0.925039	0.444928
chr11	chr11_20025302-20044127	20025302	20044127	18825	5096	58	2408	29	0.472527	1.63203
chr11	chr11_20044127-20065807	20044127	20065807	21680	5096	45	2047	26	0.401688	2.15308
chr11	chr11_20065807-20076808	20065807	20076808	11001	5096	8	3090	2	0.606358	1.12892
chr11	chr11_20076808-20095010	20076808	20095010	18202	5096	3	4735	0	0.92916	0.376513
chr11	chr11_20095010-20103521	20095010	20103521	8511	5096	49	3509	23	0.688579	1.76995
chr11	chr11_20103521-20125173	20103521	20125173	21652	5096	118	2943	69	0.577512	2.4287
chr11	chr11_20125173-20141260	20125173	20141260	16087	5096	97	2711	60	0.531986	2.3097
chr11	chr11_20141260-20157171	20141260	20157171	15911	5096	69	2949	34	0.578689	2.4605
chr11	chr11_20157171-20208447	20157171	20208447	51276	5096	456	1037	283	0.203493	4.78278
chr11	chr11_20208447-20225322	20208447	20225322	16875	5096	23	2746	10	0.538854	1.56341
chr11	chr11_20225322-20277112	20225322	20277112	51790	5096	40	4784	19	0.938776	0.560234
chr11	chr11_20277112-20309695	20277112	20309695	32583	5096	69	4100	36	0.804553	1.37033
chr11	chr11_20309695-20355930	20309695	20355930	46235	5096	6	2211	1	0.43387	1.73773
chr11	chr11_20355930-20517620	20355930	20517620	161690	5096	5	3580	2	0.702512	1.13011
chr11	chr11_2049340-2100034	2049340	2100034	50694	5096	240	2333	170	0.45781	2.86442
chr11	chr11_20517620-20551017	20517620	20551017	33397	5096	345	2906	219	0.570251	3.43998
chr11	chr11_20551017-20608617	20551017	20608617	57600	5096	148	3111	95	0.610479	2.33608
chr11	chr11_20608617-20633714	20608617	20633714	25097	5096	134	2435	74	0.477826	2.81728
chr11	chr11_20633714-20668090	20633714	20668090	34376	5096	909	862	583	0.169152	6.68921
chr11	chr11_20668090-20715205	20668090	20715205	47115	5096	148	3998	98	0.784537	1.39002
chr11	chr11_20715205-20757103	20715205	20757103	41898	5096	921	632	592	0.124019	6.84624
chr11	chr11_20757103-20770736	20757103	20770736	13633	5096	27	2606	12	0.511381	1.35071
chr11	chr11_20770736-20814096	20770736	20814096	43360	5096	27	3697	13	0.725471	1.02541
chr11	chr11_20814096-20854800	20814096	20854800	40704	5096	4	3098	0	0.607928	0.978767
chr11	chr11_20854800-20880440	20854800	20880440	25640	5096	5	3092	2	0.60675	0.984922
chr11	chr11_20880440-20920961	20880440	20920961	40521	5096	47	2964	25	0.581633	1.25904
chr11	chr11_20920961-20957066	20920961	20957066	36105	5096	4	4272	0	0.838305	0.822942
chr11	chr11_20957066-20994487	20957066	20994487	37421	5096	133	2759	75	0.541405	2.90132
chr11	chr11_20994487-21042776	20994487	21042776	48289	5096	439	1297	294	0.254513	4.16105
chr11	chr11_2100034-2136563	2100034	2136563	36529	5096	202	2300	120	0.451334	2.29874
chr11	chr11_21042776-21109193	21042776	21109193	66417	5096	521	1598	344	0.313579	4.60565
chr11	chr11_21109193-21149472	21109193	21149472	40279	5096	17	1896	10	0.372057	1.64204
chr11	chr11_21149472-21183544	21149472	21183544	34072	5096	3	2270	0	0.445447	1.54595
chr11	chr11_21183544-21240798	21183544	21240798	57254	5096	1313	2725	976	0.534733	5.4877
chr11	chr11_21240798-21324909	21240798	21324909	84111	5096	259	4438	208	0.870879	1.32702
chr11	chr11_21324909-21337434	21324909	21337434	12525	5096	10	2636	4	0.517268	1.50236
chr11	chr11_21337434-21362554	21337434	21362554	25120	5096	351	2078	229	0.407771	3.95173
chr11	chr11_21362554-21374814	21362554	21374814	12260	5096	4	2921	0	0.573195	1.40726
chr11	chr11_2136563-2177029	2136563	2177029	40466	5096	3	5090	0	0.998823	0.0142351
chr11	chr11_21374814-21404247	21374814	21404247	29433	5096	457	1214	261	0.238226	4.53929
chr11	chr11_21404247-21417128	21404247	21417128	12881	5096	8	3440	2	0.675039	1.19994
chr11	chr11_21417128-21494037	21417128	21494037	76909	5096	7	4342	2	0.852041	0.635673
chr11	chr11_21494037-21515474	21494037	21515474	21437	5096	129	2431	78	0.477041	2.73462
chr11	chr11_21515474-21557896	21515474	21557896	42422	5096	273	1397	166	0.274137	3.88977
chr11	chr11_21557896-21604352	21557896	21604352	46456	5096	558	828	347	0.16248	5.59064
chr11	chr11_21604352-21634293	21604352	21634293	29941	5096	153	1991	98	0.390699	3.01657
chr11	chr11_21634293-21664766	21634293	21664766	30473	5096	8	3102	2	0.608713	1.37944
chr11	chr11_21664766-21751511	21664766	21751511	86745	5096	13	2671	5	0.524137	1.09992
chr11	chr11_21751511-21886247	21751511	21886247	134736	5096	24	2475	15	0.485675	2.13495
chr11	chr11_2177029-2193581	2177029	2193581	16552	5096	5	2578	0	0.505887	1.67138
chr11	chr11_21886247-21986846	21886247	21986846	100599	5096	5	2449	2	0.480573	1.49137
chr11	chr11_2193581-2236020	2193581	2236020	42439	5096	199	2522	134	0.494898	2.52421
chr11	chr11_21986846-22087446	21986846	22087446	100600	5096	268	1391	171	0.272959	3.58702
chr11	chr11_22087446-22142106	22087446	22142106	54660	5096	168	2482	91	0.487049	2.97276
chr11	chr11_22142106-22277531	22142106	22277531	135425	5096	263	2932	189	0.575353	2.45526
chr11	chr11_22277531-22350975	22277531	22350975	73444	5096	430	1276	267	0.250392	4.64348
chr11	chr11_22350975-22366199	22350975	22366199	15224	5096	49	2741	28	0.537873	2.06669
chr11	chr11_2236020-2284796	2236020	2284796	48776	5096	825	768	498	0.150706	6.80397
chr11	chr11_22366199-22464101	22366199	22464101	97902	5096	558	1795	407	0.352237	3.98899
chr11	chr11_22464101-22515318	22464101	22515318	51217	5096	56	2755	37	0.54062	2.04607
chr11	chr11_22515318-22668338	22515318	22668338	153020	5096	17	4114	12	0.8073	0.959693
chr11	chr11_22668338-22692205	22668338	22692205	23867	5096	4	2876	1	0.564364	1.22419
chr11	chr11_22692205-22792685	22692205	22792685	100480	5096	416	2119	291	0.415816	3.16235
chr11	chr11_22792685-22859795	22792685	22859795	67110	5096	56	3199	34	0.627747	1.59956
chr11	chr11_2284796-2309635	2284796	2309635	24839	5096	490	1287	341	0.252551	4.14578
chr11	chr11_22859795-22917074	22859795	22917074	57279	5096	125	2464	81	0.483516	2.38642
chr11	chr11_22917074-23010646	22917074	23010646	93572	5096	37	1898	18	0.372449	2.0375
chr11	chr11_23010646-23092516	23010646	23092516	81870	5096	53	4926	38	0.966641	0.356795
chr11	chr11_23092516-23141811	23092516	23141811	49295	5096	68	2720	49	0.533752	1.38689
chr11	chr11_2309635-2369547	2309635	2369547	59912	5096	290	3675	225	0.721154	2.08752
chr11	chr11_23141811-23229784	23141811	23229784	87973	5096	3	3529	0	0.692504	0.905949
chr11	chr11_23229784-23379969	23229784	23379969	150185	5096	225	2106	179	0.413265	2.61577
chr11	chr11_23379969-23437910	23379969	23437910	57941	5096	131	3345	87	0.656397	2.07604
chr11	chr11_23437910-23512690	23437910	23512690	74780	5096	955	1759	728	0.345173	4.8315
chr11	chr11_23512690-23553838	23512690	23553838	41148	5096	35	1705	21	0.334576	2.2393
chr11	chr11_23553838-23652151	23553838	23652151	98313	5096	940	1586	688	0.311224	5.19543
chr11	chr11_23652151-23734244	23652151	23734244	82093	5096	21	4611	14	0.904827	0.567192
chr11	chr11_2369547-2409290	2369547	2409290	39743	5096	387	3595	281	0.705455	2.5623
chr11	chr11_23734244-23775165	23734244	23775165	40921	5096	408	1147	233	0.225078	4.98451
chr11	chr11_23775165-23890677	23775165	23890677	115512	5096	418	2871	330	0.563383	2.81526
chr11	chr11_23890677-24008633	23890677	24008633	117956	5096	396	3499	339	0.686617	2.09569
chr11	chr11_24008633-24066971	24008633	24066971	58338	5096	358	2051	233	0.402473	3.88098
chr11	chr11_24066971-24110463	24066971	24110463	43492	5096	203	3220	127	0.631868	2.44836
chr11	chr11_2409290-2424912	2409290	2424912	15622	5096	279	1364	152	0.267661	4.38769
chr11	chr11_24110463-24176003	24110463	24176003	65540	5096	516	3334	352	0.654239	3.33237
chr11	chr11_24176003-24344362	24176003	24344362	168359	5096	279	3094	208	0.607143	2.77088
